price,bedrooms,bathrooms,sqft_lot,floors,sqft_above,Scored Labels
332500.0,3,1.5,6332,1.0,1500,454910.66586876445
385000.0,4,3.0,5102,1.0,1350,584496.0452554398
235000.0,4,1.5,11054,1.0,1690,472778.7654422305
717000.0,4,2.5,4241,2.0,2540,706457.3625964951
2400000.0,4,3.75,24825,2.0,3400,1067852.263490898
350000.0,4,2.5,2500,2.0,1660,494483.9389434278
300000.0,4,2.5,8932,2.0,2450,683291.8028290248
367500.0,3,1.0,8792,1.0,1270,334617.1362547594
265000.0,3,2.0,16535,1.0,1850,600316.2912986188
530000.0,2,1.75,976,2.0,780,239586.2361553846
1100000.0,4,3.5,41636,2.0,4170,1216661.1649851901
649800.0,4,2.5,9827,2.0,2280,641966.4825708559
379000.0,3,3.25,17852,2.5,2660,803021.9764641775
339950.0,4,2.5,6086,2.0,2260,638278.9036789453
384950.0,4,2.5,4913,2.0,2380,667614.9500638675
327500.0,4,1.75,7800,1.0,1650,496113.58576308325
375000.0,4,2.5,8432,1.0,1200,483255.5458173826
239000.0,2,2.0,2052,1.5,1470,488714.00659852015
342500.0,3,2.5,5192,2.0,1810,556456.6185797264
1112750.0,5,3.5,3600,2.0,2060,692172.1169931788
370000.0,4,2.5,8666,2.0,2720,748573.3848846019
550000.0,2,1.0,3080,1.5,980,242070.63808124777
1010000.0,3,3.25,1923,2.0,1840,660701.2821774634
380000.0,4,2.5,9398,1.0,1310,509523.7546350213
254600.0,3,2.0,20000,1.0,1470,507494.9801796535
599000.0,4,1.0,4280,1.5,1590,335864.68383892544
435000.0,4,1.75,7200,1.0,1260,402118.43746209954
250000.0,2,1.0,4640,1.0,670,217567.04516021768
245000.0,3,2.0,8448,1.0,1700,566562.716099628
963990.0,4,3.25,6765,2.0,3830,1113201.9187844403
875000.0,4,3.5,4416,1.5,2040,764497.7719757913
540000.0,4,2.5,9248,2.0,2710,745980.8791354771
208000.0,4,2.75,8677,1.5,1810,611653.6890922568
299500.0,3,1.75,34500,1.0,1230,413111.69810084504
1415000.0,4,3.0,4408,2.5,2510,712331.0109400763
625000.0,3,2.25,8412,1.0,1460,540618.5483310729
826000.0,2,1.0,6120,1.0,1060,311293.5409242844
199000.0,3,1.0,8512,1.0,1000,269502.2408868604
1770000.0,3,2.5,14603,1.0,2580,841190.0659100187
451000.0,2,1.0,6000,1.0,900,272692.9156748821
367500.0,3,3.25,1343,2.0,1160,496669.99495566817
489000.0,4,2.0,11479,1.0,1060,384516.27132329316
355000.0,3,1.0,5400,1.0,1060,284941.26633157616
359000.0,4,2.5,4500,2.0,2160,614614.8015154344
525000.0,3,2.5,6970,2.0,2030,609040.0504089643
1180000.0,5,2.25,16553,2.0,2470,627222.0556191173
371000.0,4,1.75,11305,1.0,1610,485384.23999845795
700000.0,3,2.5,10650,1.0,1050,472928.0695675207
438000.0,2,1.0,1179,2.0,980,191818.6432182152
775000.0,4,3.5,77832,2.0,4130,1195951.6827610703
440000.0,2,1.0,6600,1.0,1130,328050.8042896113
725000.0,3,1.5,6000,1.5,1790,474209.70892522397
1150000.0,3,2.75,75889,2.0,3230,909780.1565404322
245000.0,3,2.0,13125,1.0,810,350215.1319185182
231000.0,4,2.0,6375,2.0,1530,397906.71556544816
750000.0,3,1.0,6516,1.5,1440,325531.7124235357
622000.0,4,1.75,6120,1.0,1340,421766.77723689773
515000.0,3,2.5,5001,2.0,1800,554100.0996613255
431000.0,3,2.25,14950,1.0,2360,755957.1678317504
710000.0,4,2.5,8580,1.0,1700,603951.79986481
370000.0,3,2.75,7650,1.0,2120,764231.3360704265
260000.0,5,2.25,6375,1.0,1270,442214.50959156966
435000.0,3,2.5,13446,2.0,2530,727804.4484863791
324000.0,2,1.0,6000,1.0,1070,313745.00409152755
470000.0,4,2.25,9900,1.0,1690,569133.2608992727
607000.0,3,2.0,4080,1.0,1060,413347.17085603485
525000.0,2,1.75,3503,1.0,830,352553.61042496026
456500.0,3,1.0,3880,1.5,1290,290114.0179305282
497000.0,3,2.5,4611,2.0,2630,754649.9462035405
299000.0,4,2.5,3000,2.0,1950,564361.3286378793
1100000.0,4,2.75,7750,1.0,1710,638620.7482132001
395000.0,4,2.75,37026,1.0,1970,692468.7137592917
524000.0,2,1.0,2000,1.5,1120,276207.95023839135
230000.0,2,1.0,7560,1.0,950,284290.81164775643
250000.0,4,2.75,6643,2.0,1830,566271.9548575175
600000.0,3,1.0,4800,1.0,970,263390.97994231957
285000.0,2,1.0,4895,1.0,710,227148.51190347012
517500.0,4,2.5,3370,2.0,1520,460410.73705077573
860000.0,4,2.5,11119,1.0,2290,745651.5713314728
400000.0,4,2.25,7927,1.0,1400,499705.5589171835
1300000.0,4,4.0,6002,2.0,3180,1052473.1795593298
1250000.0,5,3.5,4798,2.0,2700,846355.421943621
405000.0,2,1.0,6016,1.0,800,248539.7437793928
609850.0,2,2.75,1369,3.0,1910,538680.1398276123
455000.0,5,2.0,7860,1.0,1040,354219.3662067606
685000.0,4,2.5,3479,2.0,2510,699445.5050793346
422500.0,3,1.75,7245,1.5,1560,450289.297273661
502000.0,4,2.25,10943,1.0,1550,535007.2443601587
528000.0,5,1.75,7786,1.0,1390,406760.2315767303
630000.0,5,3.5,8309,2.0,2960,908069.1063688803
399895.0,4,2.5,4500,2.0,2701,745257.0358295823
396500.0,3,1.0,5110,1.0,1100,294689.11447553284
175000.0,3,1.0,6600,1.0,1030,277330.4357718802
280000.0,3,1.75,7280,1.0,1140,399688.1509533293
216000.0,2,1.0,10360,1.0,1010,297924.98050354765
810000.0,3,2.5,10983,2.0,3140,875860.9228566184
898000.0,4,2.5,63991,2.0,3700,968336.5986391199
380000.0,2,1.0,75132,1.0,1140,309543.70613363956
325000.0,2,1.0,4080,1.0,810,251545.6080910012
905000.0,5,3.5,10200,1.0,1660,695228.7645510009
255950.0,4,1.0,11050,1.0,1500,362896.77785315685
320000.0,2,1.0,11225,1.0,1802,488915.3427181968
255000.0,3,2.0,8670,1.0,1590,539931.8263571514
475000.0,5,2.75,6600,2.0,3080,841566.5922824305
339000.0,3,1.75,13278,1.0,1150,400271.8684150515
615000.0,3,2.25,1146,3.0,1760,411952.2437935356
240000.0,3,2.0,5000,1.0,1300,471022.19636954874
905000.0,4,2.5,10250,1.0,2390,770065.1530155877
933000.0,3,1.5,3300,2.0,1870,443520.26819736033
400000.0,3,1.75,8219,1.5,970,307517.05266814627
300000.0,3,1.75,51836,1.0,1430,456115.81773139734
625000.0,4,2.25,36085,2.0,2220,587460.5534015034
378500.0,2,1.0,6171,1.0,880,267811.0541415858
425000.0,3,1.75,9452,1.0,1560,500447.8743227202
756100.0,4,2.0,8317,1.5,2000,561643.1439909288
830000.0,4,3.25,7809,2.0,3330,992141.7626642797
405000.0,4,2.5,4652,2.0,2220,629057.3702777668
260000.0,2,1.0,7906,1.0,770,240718.26520779595
490000.0,4,1.75,9500,1.0,1090,360364.1890057846
555000.0,4,1.5,82764,1.0,1650,441227.3216316652
805000.0,5,3.0,18265,2.0,2240,667160.5378103456
281000.0,3,1.75,9826,1.0,1690,531726.4704896122
480000.0,3,1.5,67269,1.0,1220,368692.1890972348
440000.0,2,1.75,4903,1.0,1330,472867.6451812284
403000.0,3,2.75,8354,2.0,2090,655107.2370493838
450000.0,3,1.75,8968,1.0,1560,500595.63321802457
491000.0,5,3.5,4900,2.0,2815,874094.8130717918
394000.0,2,2.0,2731,2.0,1750,505289.5757941079
547500.0,3,3.25,1977,2.0,1360,544773.0176221165
585000.0,3,2.5,10839,2.0,2060,615103.3812986233
465000.0,4,2.25,8862,1.0,1270,468027.3421016273
780000.0,3,2.0,6000,1.0,1310,473131.73812617024
390000.0,3,2.5,6991,1.0,1110,488534.08698688826
290000.0,4,1.75,18900,2.0,1870,444186.44162250677
755000.0,4,2.75,4000,1.5,2100,683111.5494499125
295000.0,3,2.0,8682,1.0,1380,489216.75957525714
525000.0,3,2.5,7950,1.5,1720,584713.5239327205
335000.0,3,2.25,16215,1.0,1580,567214.3388394413
309000.0,3,2.5,7859,2.0,1780,548397.9320295107
265000.0,3,2.5,2500,2.0,1410,460685.3018974773
275000.0,1,0.75,14149,1.0,880,259946.82444890507
1955000.0,4,2.75,7898,1.0,1560,602353.1347852189
997950.0,4,3.5,117176,2.0,4270,1217748.0742905608
458000.0,4,3.0,62726,1.5,3280,982133.78824423
765000.0,2,1.75,4000,1.0,990,391039.14248525136
238000.0,3,1.0,32670,1.0,1020,266956.77563532174
521000.0,3,1.75,18250,1.0,1730,538814.0479441427
768000.0,5,2.75,13640,2.0,3030,827343.2283351398
245000.0,4,2.25,6390,1.0,1390,497759.95626547607
824000.0,7,4.25,4000,2.0,2800,913605.3601142662
465000.0,2,2.25,1222,3.0,1340,337078.31652093324
346000.0,3,3.25,1442,2.0,1150,494224.9428148741
625504.0,3,2.25,1566,2.0,1060,344450.7029375255
379900.0,3,2.5,2792,2.0,1800,554774.478586382
458000.0,3,4.0,1569,2.0,1150,590188.3656585177
280000.0,3,2.25,7222,2.0,1430,432072.6628383494
426000.0,3,1.5,7200,1.0,1080,353222.8700991146
325000.0,3,2.5,4698,2.0,1580,501066.3695457776
201700.0,3,1.0,9576,1.0,1010,271592.24427716073
850000.0,5,3.5,65556,2.0,3870,1110341.7574470774
355300.0,3,2.5,7410,1.0,1620,611562.436994815
128000.0,3,1.0,11117,1.0,910,246973.50974667305
292600.0,3,1.5,7123,1.0,1520,459498.84133329464
273000.0,3,2.25,7651,2.0,1830,528534.8439422385
550500.0,3,1.75,8280,1.0,1270,430775.63747464167
716000.0,3,2.0,3600,1.5,1420,449595.19749734853
740000.0,2,1.75,4800,1.0,1080,412528.371479754
749700.0,3,1.75,77972,1.0,1460,455381.32357613376
375000.0,3,2.5,1131,3.0,1530,388416.4937289221
355000.0,3,2.5,9701,1.0,2400,799219.6655084
428000.0,2,2.0,4225,1.0,1350,509905.01863999665
718500.0,3,1.5,6240,1.0,1030,341441.80194197875
354900.0,3,1.0,16552,1.0,1720,440915.4022058998
381000.0,3,1.75,6000,1.0,900,342123.02875037235
746300.0,3,1.75,5721,1.0,1140,400164.09334543574
335000.0,3,2.5,8040,2.0,2260,664254.454146022
1490000.0,5,3.5,7821,2.0,2790,867165.9979954343
361000.0,3,2.25,5650,1.0,1550,563195.2095261421
364900.0,3,3.0,8304,2.0,2500,786131.2107738701
870000.0,3,1.5,5000,2.0,2200,522690.6284448523
785000.0,4,2.5,56192,2.0,3440,907931.9847573838
749500.0,4,2.5,9727,2.0,2440,680634.2709544871
300000.0,3,1.75,7000,1.0,1210,416677.43241872103
725000.0,3,1.0,19969,1.0,1000,266004.5680283847
268000.0,3,1.75,10050,1.0,1370,454383.5668349789
272000.0,3,2.0,5700,1.0,1200,446660.20818400104
305000.0,4,1.75,12731,1.0,1390,431822.6687052629
405000.0,3,2.5,2314,2.0,1500,482475.5438481166
160000.0,2,1.0,4500,1.0,830,256247.04502279987
680000.0,4,2.75,50951,2.0,3310,910139.9517215982
1698000.0,4,3.0,9687,2.0,3600,1024768.0780183247
547000.0,2,1.0,10038,1.5,1370,334124.7718030057
600000.0,3,1.75,39639,1.0,1670,517795.2924798441
441000.0,3,2.0,15000,1.0,1720,569392.133308273
454000.0,3,2.5,43733,2.0,1530,477075.34887273563
1090000.0,4,2.5,6837,2.0,2780,763620.7271419715
225000.0,4,1.0,6000,1.5,1150,229087.12610684233
369160.0,4,2.25,9680,2.0,2120,571373.3686399746
264950.0,3,1.5,10115,1.0,1370,422362.9917519131
165000.0,3,1.5,7200,1.0,1250,394274.95851576
445000.0,4,2.0,9099,1.5,1830,520352.32116079575
250000.0,2,1.75,4023,1.0,1350,477965.9551789273
580000.0,6,2.5,13700,1.0,1798,572909.8896892974
465000.0,4,2.5,9702,1.0,1320,511845.77612538636
225000.0,2,1.0,7142,1.0,1170,337544.65367139195
560000.0,3,2.25,31400,2.0,2060,576825.6444011806
194900.0,2,1.0,6697,1.0,810,250746.67208064676
800000.0,4,2.5,5000,2.0,2760,759351.881852004
665000.0,6,3.0,4400,2.5,3020,782345.5560581584
272000.0,5,1.5,6300,1.0,1560,416265.24500662624
998000.0,3,3.75,34412,2.0,2910,973170.9506980388
455000.0,2,1.0,11480,1.0,1140,328975.8325880077
285000.0,3,1.75,6533,1.0,1230,421649.6588962531
1240000.0,3,2.5,1973,3.0,1870,470263.61893029907
320000.0,4,1.75,6200,1.0,830,298586.08902906
220000.0,4,1.75,8171,1.0,1910,558785.8712859782
605000.0,4,2.25,31584,2.0,2510,658864.6832517756
409000.0,2,2.25,2128,2.0,1640,510911.2792347617
773000.0,3,2.75,3600,2.0,2470,748322.0630775378
420000.0,3,2.25,9800,1.0,1300,501557.55032522656
374000.0,4,2.5,6260,2.0,2580,715500.3031180182
333000.0,4,2.5,7208,2.0,2100,599299.1120081216
344000.0,2,1.0,3325,1.5,770,191284.43943446525
193000.0,3,1.5,9048,1.0,1180,376806.9870754979
497000.0,4,2.25,3463,2.0,2250,604664.1112509805
517000.0,3,1.75,10000,1.0,1740,543747.4942081309
272000.0,4,2.25,7600,1.0,1580,543272.3049046423
262500.0,4,2.0,5110,1.0,1540,502372.42311799363
575000.0,3,1.75,5956,2.0,1720,438487.7264689361
885000.0,4,3.75,3520,1.0,1370,685810.860998037
390000.0,2,1.0,4725,1.5,1080,265716.7283133062
287653.0,3,1.0,16050,1.0,1050,279275.13133054145
1093000.0,4,2.5,21894,2.0,3930,1036729.3251728802
508000.0,2,1.0,2500,2.0,1090,217978.47516016578
305100.0,3,2.0,35988,1.0,1590,531591.9968077196
287500.0,4,2.0,9147,1.0,1220,423865.46023237775
330000.0,3,1.5,10250,1.0,1690,499596.29738296324
739500.0,3,3.25,51177,2.0,4460,1278349.8049338441
580000.0,2,1.5,5700,1.5,1460,421184.02812827704
311000.0,3,2.75,7880,1.0,1000,493700.3022626781
495000.0,3,2.25,3000,2.0,2100,595155.1093777943
386500.0,2,1.5,11071,1.0,850,323072.1246384847
195000.0,3,1.5,5525,1.0,1050,346489.73958900565
872500.0,4,2.0,6000,1.0,1260,434485.5132603936
502000.0,3,1.75,8800,1.0,1300,437861.37443945435
615000.0,4,2.25,10260,2.0,1780,489092.1253618976
475000.0,4,2.25,7200,1.0,1230,458875.4141304684
664000.0,4,2.0,4080,1.5,1530,449439.694570417
575000.0,3,1.75,10349,1.0,1760,548470.6065150672
600000.0,4,1.5,6014,1.5,1240,314817.7735222692
441000.0,4,1.5,3300,1.0,1100,332671.06554377486
515000.0,3,2.5,5280,1.0,910,440759.85839118954
110000.0,2,1.0,4524,1.0,828,255756.75238935123
799000.0,4,2.5,94855,1.0,1910,628324.5695410664
252000.0,3,1.0,8184,2.0,1300,240382.54612564758
422000.0,2,1.0,4000,1.0,750,237081.05866655734
820000.0,4,3.5,8049,2.0,2770,888838.8163184552
530000.0,3,3.5,1233,2.0,1160,528704.3079525537
1320000.0,4,3.25,11843,1.0,2270,836603.0803909944
335000.0,4,2.75,7210,1.0,1600,612222.4871447356
582000.0,4,3.0,1189,3.0,1427,400955.4328071366
355000.0,2,1.0,6720,1.0,1010,299036.22508806817
345000.0,2,1.0,8081,1.0,1130,327598.6742814589
648475.0,4,2.75,5700,1.0,1200,516090.32125949126
250000.0,2,1.5,1086,2.0,890,234115.0391927992
1311000.0,4,3.75,5625,2.0,2610,882942.3036863885
808000.0,4,2.25,4104,2.0,1410,401622.80894795834
570000.0,3,1.0,4750,1.5,1200,268114.95968983066
350000.0,4,2.25,3850,2.0,2190,590056.9928097863
397500.0,3,1.25,13737,1.0,810,254026.10200125902
489950.0,3,2.0,4010,1.0,790,348168.16522364423
455000.0,4,2.5,5001,2.0,2440,682077.0571925212
381000.0,5,2.75,6895,2.0,3060,836646.8751643868
436000.0,3,2.25,1384,3.0,1480,344264.38104283315
585000.0,5,2.75,4178,1.5,1520,516425.0607920869
470000.0,4,2.5,11250,1.5,1210,433977.73045552324
850000.0,3,1.75,3850,1.0,770,311386.6222488947
1600000.0,3,3.25,19000,2.0,3790,1126379.4989526307
395000.0,3,2.5,8938,2.0,2300,673639.6213651407
384000.0,6,3.0,4502,1.0,1200,495312.6240561935
330000.0,3,1.75,8100,1.0,1250,426000.9316691383
1035000.0,4,2.5,9131,2.0,2910,794313.1723192262
641000.0,2,1.0,5332,1.0,1070,313948.9357900055
320000.0,3,1.0,7552,1.0,910,248061.85780816086
857500.0,3,1.5,3960,2.0,2040,484370.86721131793
875000.0,3,1.0,8119,1.0,1220,322748.45073615166
360000.0,5,2.0,2400,1.0,1080,365545.5480051049
270000.0,3,2.5,8364,1.0,1300,533996.67384933
275900.0,3,1.75,8400,1.0,1380,457302.1190720893
850000.0,3,2.0,3600,2.0,1540,427740.7968618712
515000.0,3,3.5,1419,2.0,1040,499669.5798107417
343000.0,2,1.5,1228,2.0,900,236486.51717291484
290000.0,4,1.75,22043,2.5,1820,380320.43561182695
480000.0,5,4.75,35000,1.0,2130,961158.2550787469
180000.0,2,1.0,87991,1.5,960,211318.75839073473
226000.0,4,1.5,10890,1.0,1200,354502.2247167743
296000.0,2,1.0,4680,1.0,750,236873.46352439414
518000.0,4,1.75,8768,1.0,1050,350928.3441490202
896000.0,4,2.5,46644,2.0,3560,939824.8095476248
439000.0,3,2.25,6000,3.0,1980,463596.612891459
869000.0,2,1.75,13122,1.0,1100,414817.4307448271
548500.0,3,1.0,4400,1.5,1740,398622.5615717589
440000.0,4,2.25,8119,1.0,1080,422372.4244457108
545000.0,3,2.5,15693,1.0,1850,664574.8057900742
335000.0,3,1.0,7470,1.0,1380,361583.84166838246
257200.0,3,2.0,8250,1.0,1150,433807.5827489347
336000.0,3,2.25,10160,1.0,2760,854012.6416517417
635000.0,4,2.25,8910,1.0,1200,451108.88721415005
230000.0,3,1.5,9630,1.0,1900,550496.9786449093
505000.0,3,2.0,2500,2.0,1500,418417.2976114539
358990.0,3,3.25,2171,2.0,1400,554373.1068707688
395000.0,4,1.0,10350,1.0,1430,346206.67762205907
585000.0,4,1.75,131790,2.0,2470,554612.3189771366
828000.0,4,2.5,10841,1.0,1500,554964.9714092994
360000.0,2,1.0,11250,2.0,2320,512331.1479777652
274900.0,4,2.5,6600,2.0,1970,568091.9529930914
1410000.0,4,2.25,16684,2.0,3250,842110.7852098662
270000.0,4,2.5,11650,1.0,1390,528154.8782132199
185000.0,3,1.75,7000,1.0,1130,397358.8025755938
276000.0,2,2.0,6075,1.0,740,362035.6851846781
390000.0,3,2.0,11576,1.0,1410,495577.74526434124
725000.0,3,1.0,8377,1.0,940,255054.48224597384
475000.0,3,2.5,2890,2.0,1690,528181.4444286525
655000.0,4,3.5,13402,2.0,1670,621573.4548048682
314000.0,3,2.75,8200,2.0,1900,609272.505365917
735000.0,4,3.0,3672,1.5,1650,606545.122139489
349950.0,4,2.5,5289,2.0,2090,597470.128980394
630000.0,3,2.5,38794,2.0,2460,703162.2331625368
518500.0,3,3.5,1102,3.0,1590,530917.24515259
720000.0,4,2.5,39683,2.0,3450,915386.7961377334
450000.0,4,2.0,5008,1.0,980,367173.15348742745
535000.0,3,2.5,47044,2.0,1960,579902.1791093941
725000.0,5,2.75,5310,2.0,2830,781589.6942188204
925000.0,4,2.5,5100,2.0,1940,561305.3972625728
315000.0,2,1.0,5665,1.0,970,289698.9879238312
255000.0,3,1.5,8450,1.0,1340,415626.8083720665
610000.0,4,2.25,7200,1.0,1220,456460.5854000775
289950.0,4,1.75,7416,1.0,1050,351341.0921375564
725000.0,2,1.75,2719,1.0,1010,396259.87255943177
420000.0,2,1.0,4025,1.0,820,253977.2276049494
261490.0,4,1.0,8467,1.0,1220,296070.1296554578
880000.0,3,2.5,5163,2.0,2870,812437.3173234018
975000.0,5,2.75,10014,1.0,1660,599283.3536388096
330000.0,3,1.0,7912,1.0,1160,308322.6727573765
233500.0,3,1.5,10517,1.0,1580,472951.6697266669
555000.0,3,2.5,3211,2.0,1940,588454.1655698454
208400.0,2,2.5,1268,3.0,1570,424606.06554890145
545000.0,2,1.25,2150,2.0,1240,286308.4879866194
153000.0,2,1.0,9000,1.0,710,225895.30887614682
415950.0,3,1.75,7700,1.0,1150,401974.75915473705
285000.0,3,2.25,9040,1.0,1370,518693.36953802756
1034500.0,4,2.5,10858,2.0,2370,663385.1902744176
428000.0,2,2.5,1960,2.0,1414,488388.1695692913
623000.0,4,2.5,9235,1.0,1690,601337.0081666
305000.0,2,2.25,905,3.0,1000,255070.91565832737
283000.0,4,2.0,8160,1.0,1200,419337.12101470627
230000.0,3,1.0,2400,1.0,680,194093.63549802988
320000.0,4,2.25,7490,2.0,2310,617923.6929899566
316000.0,1,2.0,188465,2.0,1780,482403.9724130221
583000.0,3,2.25,8276,1.0,1350,514096.9513252056
370000.0,4,3.0,5706,2.0,2490,757937.43638751
469950.0,5,3.0,6371,2.0,3223,908169.2852737845
368000.0,4,2.75,9426,1.0,1360,553590.0816814811
1029000.0,4,3.25,11200,2.0,3780,1099773.8274038185
1255000.0,4,2.5,7535,2.0,3200,864830.4435106984
195000.0,3,1.0,7615,1.0,1070,286679.8844150679
312000.0,3,2.25,5338,1.0,770,374933.8180914675
368000.0,3,1.0,9898,1.0,1280,336694.3175921614
352000.0,3,1.75,7200,1.0,1260,428690.51867592166
566000.0,3,2.25,10140,1.0,1370,518357.55386688124
502775.0,3,1.75,9840,1.0,1200,413395.58868282504
199000.0,3,1.75,17390,1.0,1320,440068.6167955572
314000.0,4,2.5,8990,2.0,2340,656710.9801502463
655000.0,1,1.0,5422,1.0,830,282537.6516468066
770000.0,4,2.5,14910,2.0,3210,864993.7808095403
740000.0,3,2.5,3000,2.0,1530,489510.60317528347
835000.0,4,2.5,7784,2.0,3650,973421.7199218206
617950.0,4,2.5,7950,2.0,2410,673932.2797157026
309000.0,3,2.25,8755,1.0,1300,501876.57521281554
645000.0,5,2.25,52476,2.0,3340,826345.331204409
677100.0,3,2.0,9199,1.0,2110,665341.4235283544
299000.0,4,2.5,8100,1.0,1360,521994.16077892855
850000.0,2,2.5,6750,2.0,3360,956851.5158990063
422000.0,4,2.5,6691,2.0,3200,865088.1057165598
715000.0,3,2.5,39529,2.0,2770,777797.5378789343
319000.0,3,1.0,8556,1.0,960,259829.49333845093
564000.0,2,2.0,4500,1.0,1690,591925.2415555008
1636000.0,3,2.5,6765,2.0,2550,734673.7282189142
569000.0,4,1.75,7890,1.0,1090,360855.7010335533
779000.0,5,2.25,7738,2.0,2830,716846.9945869669
308000.0,3,1.0,18144,1.5,1640,370278.41010036354
195000.0,3,1.5,7800,1.0,1200,382017.6426795438
345000.0,3,2.25,15003,2.0,2120,596320.4072924224
345000.0,4,2.5,5875,2.0,2040,585217.0871618106
292500.0,2,1.0,17743,1.0,880,264278.27328112663
570000.0,3,2.25,9246,2.0,2180,612566.916782758
952500.0,4,1.5,5055,2.0,2550,580620.7620111546
413000.0,5,2.5,8711,1.0,1650,565265.5824054696
311000.0,2,1.75,55321,1.0,1180,421253.2555818606
237000.0,3,2.5,2138,2.0,1490,480114.4456251091
835000.0,6,2.0,5120,2.5,3560,784523.5751590701
430000.0,1,1.0,1362,1.0,630,235480.54215249218
325000.0,3,2.25,8755,2.0,2480,685161.6745986061
215000.0,3,2.0,6994,1.0,1280,465583.7966830708
770000.0,5,3.0,6000,1.5,1340,504402.6422086137
850000.0,3,1.0,4600,1.0,1250,331067.2417880188
450000.0,3,2.5,10208,1.0,1410,559996.8407039994
657000.0,4,2.5,25038,2.0,2640,724256.5967069224
800000.0,4,3.5,3302,2.0,1610,610167.8808575934
350000.0,2,1.0,8157,1.5,1150,281572.7845320661
350000.0,3,2.5,15484,1.0,2180,744327.9588704917
400000.0,4,2.0,8250,1.0,1320,448287.5899517579
450000.0,4,2.25,9565,1.0,1400,499205.49885414925
321000.0,4,2.5,9601,2.0,1830,533368.1845593369
559900.0,3,2.75,5569,1.0,1860,702081.0912726768
410000.0,4,2.0,9581,1.0,1580,510666.7999798344
552000.0,2,2.5,951,3.0,1380,378821.0956421591
330000.0,2,2.5,1546,2.0,1240,446496.53846763005
385000.0,4,2.5,5054,2.0,2960,807631.9709632385
425000.0,3,1.0,5750,1.0,1240,328301.3330377931
481000.0,3,2.75,14810,1.0,1400,588177.8127500925
418395.0,4,2.5,5893,2.0,2906,794335.7600481352
345000.0,2,1.75,1106,2.0,765,235924.3057532082
583000.0,6,2.75,16411,1.0,1650,568343.5229233941
660000.0,3,1.0,3500,1.0,1240,328988.22872877424
910000.0,4,2.75,38912,1.0,2040,708796.743639499
1440000.0,4,1.75,6000,1.5,2410,629357.7404254088
639000.0,4,1.75,6000,1.0,930,322795.4337277229
285000.0,3,2.5,4060,2.0,1870,571291.1758163788
209950.0,3,1.5,7300,1.0,1180,377340.6287056468
399440.0,4,2.5,4396,2.0,2311,651110.465189609
126000.0,1,1.0,4400,1.0,610,229723.422865399
210000.0,3,2.0,4992,1.0,1230,454120.8375526025
245000.0,3,2.25,3677,2.0,1422,431223.0421760491
408000.0,3,1.75,313672,1.0,1600,417232.78608416516
525000.0,4,2.0,3740,1.0,770,316848.85403195804
270000.0,3,2.0,6696,1.0,680,320785.0483777998
313000.0,2,1.0,4900,1.0,1180,340643.9357969738
570000.0,4,2.5,8483,2.0,2590,717236.4789057197
439000.0,4,2.25,8300,2.0,2240,600772.6094284672
584950.0,4,3.0,6224,1.5,3220,984894.1404538017
250000.0,1,1.0,16306,1.0,680,242992.47726843721
180000.0,3,1.0,5330,1.0,870,239080.8905423128
255000.0,4,1.75,8863,1.0,580,237402.39155813956
588000.0,3,1.0,8167,1.0,1270,334807.94061336527
391000.0,3,2.5,1120,2.0,1800,555284.9184065245
800500.0,4,2.5,11130,1.0,1780,622491.9479248254
187250.0,2,1.0,14700,1.0,710,224155.17312566141
520000.0,2,1.0,6380,1.0,890,270162.0778944589
631000.0,3,2.25,1396,2.0,1250,390384.34760049346
212000.0,2,1.0,7000,1.0,770,240994.855206031
407000.0,4,2.5,6000,2.0,2927,799374.2346757627
488000.0,3,1.75,14734,2.0,2180,546890.0390111702
495000.0,3,1.75,11787,1.0,1440,470757.08447427786
315000.0,3,2.5,5954,2.0,2200,650402.3103909595
555000.0,3,1.75,6000,1.0,1120,395249.26081897225
261000.0,2,1.0,12500,1.0,970,287612.35145811754
380000.0,4,2.5,11500,1.0,1540,564423.102215149
357500.0,3,1.0,8100,1.0,1450,378295.3119876441
1165000.0,3,2.5,5000,2.0,2000,602396.9795561172
110000.0,2,1.0,15000,1.0,800,245797.04560704873
671500.0,5,2.75,4000,1.5,1530,518894.2306038087
390000.0,3,2.5,8820,1.0,1900,678747.1868127456
225000.0,3,2.5,7490,1.0,1180,505285.5498997137
379000.0,5,2.5,8550,1.0,2803,843744.4862223179
1000000.0,5,4.5,8944,2.0,2120,833032.5615067838
900000.0,6,3.0,4350,1.0,1760,630589.4365780973
370000.0,3,1.75,1423,2.0,1248,325891.67624658195
276000.0,4,2.25,11250,1.0,2460,754662.9357247837
245000.0,3,2.5,8500,1.0,1030,468754.77910034306
560000.0,3,2.5,7169,2.0,2180,645201.7292570479
875000.0,3,2.5,3750,2.0,2520,728349.682253656
452500.0,4,2.5,6454,2.0,2460,686463.1326804161
570000.0,3,2.0,29185,1.0,1470,504690.9193255818
605000.0,3,3.25,2400,2.0,1740,636407.3729870664
820000.0,5,2.75,6137,2.0,2830,781337.2218915133
1484900.0,5,2.5,19252,2.0,4570,1165512.8508887747
715000.0,6,2.75,5000,2.0,2860,762356.7381580395
480000.0,3,2.5,9005,1.0,1340,543460.2998207076
278000.0,3,2.0,7789,1.0,1230,453266.9498869696
240000.0,3,1.0,20063,1.5,1690,381766.7080496546
329950.0,2,2.25,1032,2.0,1170,397748.9234296404
248500.0,2,1.5,1498,2.0,880,231574.43222921528
